Sentence;Ironic;Quotes;Exclamation;Question;Multiple brackets;Interjections;Markers;Mistakes;P&N;P near N;Max vec dist;Max vec sg dist;Weird markers
"Наверное все сейчас видят рекламу по ТВ, где Макдоналдс отмечает свое 30 летнее присутствие в России и в честь этой круглой даты у них есть ""предложение невиданной щедрости""....";1;0;0;0;0;0;0;0;0;0;0.3035031979136219;0.6599125862121582;0
Замечу, что в больнице мы уже побывали, а снаряд два раза в одну воронку не попадает.;0;0;0;0;0;0;0;0;0;0;0.094574649604571;0.6216170787811279;0
Приезжают сардаукары и арестовывают всех Атрейдесов.;0;0;0;0;0;0;0;2;0;0;0.088271339630278;0.1945993900299072;0
В среду, 23 ноября 2016 года, стало известно, что потерявший ход суперэсминец американских ВМС «Зумвальт» (Zumwalt) застрял в Панаме примерно на десять дней — пока специалисты не починят вышедшую из строя второй раз за два месяца силовую установку корабля.;0;0;0;0;0;0;0;0;1;0;0.4185972331882376;0.7181546688079834;0
Как сообщают местные жители, «фонтан ударил так, что канализационный люк откинуло в сторону».;1;0;0;0;0;0;0;0;0;0;0.196336209039597;0.6187745332717896;0
10.12.2020 запомнится мне днем, когда очередной крупный игровой проект ушел на гамма-тестирование.;0;0;0;0;0;0;0;0;0;0;0.1289562551527127;0.4559856057167053;0
Трейлер уже порадовал.;1;0;0;0;0;0;0;0;0;0;0.033488477694015;0.2779898047447204;0
Но то, что они происходят неодновременно, никто даже не заикнулся.;0;0;0;0;0;0;0;0;0;0;0.0208936330356716;0.2701485157012939;0
Дело в том, что заказал посылку, она вылетела 22 января.;0;0;0;0;0;0;0;0;0;0;0.1213122709758398;0.512965738773346;0
И да, это семь полновесных секунд ужасного ужаса.;1;0;0;0;0;0;1;0;0;0;0.1073737939079907;0.2270297408103943;0
Очень сложно понять в тексте без контекста, интонации.;0;0;0;0;0;0;0;0;0;0;0.0532659714561833;0.2596234083175659;0
Как их вообще на работу берут?;1;0;0;1;0;0;0;0;0;0;0.0200881259427271;0.282864511013031;0
Крохотные казуальные игры создаются за несколько месяцев усилиями небольшой группы единомышленников.;0;0;0;0;0;0;0;1;0;0;0.1421086037486941;0.5480319261550903;0
Закончив уборку, я закрыл окно и водрузил кастрюлю на место, наверх, в ворточный проем и с облегчением выдохнул.;0;0;0;0;0;0;0;1;0;0;0.1187654690452159;0.6530742645263672;0
Вот я и ждал, пока не догадался полюбопытствовать, откуда все-таки растут ноги столь громких заявлений.;0;0;0;0;0;0;0;0;0;0;0.0706112923641207;0.5101300477981567;0
они во всяких контактах и инстаграмах.;1;0;0;0;0;0;0;0;0;0;0.1119046640363926;0.3185632228851318;0
Особенно в России сильно страдают крупные промышленные города, никакой инфраструктуры и печальные серые дома.;0;0;0;0;0;0;0;0;1;0;0.1536307795418104;0.5485943555831909;0
Я уверен, что новые бордюры раз в три года — это именно то, куда необходимо вкладывать деньги.;1;0;0;0;0;0;0;0;0;0;0.0945708822071071;0.4644073247909546;0
Почему это происходит именно в России?;0;0;0;1;0;0;0;0;0;0;0.0365430176831657;0.3305917978286743;0
Поможем Пентагону дезинформацией раскрыть истину?;1;0;0;1;0;0;0;0;1;0;0.071073601009629;0.5260664820671082;0
Во время проведения исследований морально пострадали мои кот и цапугай, которых на время секса сплавляли на балкон, либо на кухню.;0;0;0;0;0;0;0;1;1;0;0.2072081883245387;0.6553389430046082;0
17.;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0
Это может быть кто угодно- школьник, студент, полицейский, трансвестит, социопат, патриот, гомофоб или даже, прости господи, политик.;1;0;0;0;0;0;0;1;1;1;0.1753921628945961;0.6360279321670532;0
Взгляды обомлевших посетителей я с гордостью приписала кудрявой малышке на моих руках.;0;0;0;0;0;0;0;1;0;0;0.1839035069354707;0.603245198726654;0
Ну например на законодательном уровне ввести обязательный перевод всех выявленных конченных игроманов на героин (выявлять и переводить за бюджетные средства) и после того, как игровая зависимость будет полностью вытеснена героиновой зависимостью, отпускать свежеиспечённых наркоманов в естественную среду обитания,- на улицы городов.;1;0;0;0;0;0;0;0;0;0;0.1652956323885263;0.6786749362945557;0
И будто этого было недостаточно, на сцену вышла группа icepeak и исполнила свой патриотических хит про кремль и борьбу с внутренними врагами.;1;0;0;0;0;0;0;0;1;0;0.1726532586043713;0.6254366636276245;0
Для несведущих - бульдозер данной фирмы выглядит так;0;0;0;0;0;0;0;0;0;0;0.1004217560107506;0.4415974020957947;0
Точнее можно, но чуть-чуть и подконтрольно.;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0
Занавес!;0;0;1;0;0;0;0;0;0;0;-2.220446049250313e-16;1.1920928955078125e-07;0
Пособие на ребёнка такое сделают, что любая собака служебная позавидует!;1;0;1;0;0;0;0;0;0;0;0.0879366418510547;0.4760094881057739;0
Автошкола;0;0;0;0;0;0;0;0;0;0;0.0;5.960464477539065e-08;0
Там 4 млрд, там 400 мильёнов – так по чуть-чуть.;1;0;0;0;0;0;0;0;0;0;0.0;1.1920928955078125e-07;0
И чтобы ты понимал, вода у нас чистая, без хлорки.;0;0;0;0;0;0;0;0;0;0;0.0766406256233472;0.6077327728271484;0
Недавно была дерзкая.;0;0;0;0;0;0;0;0;0;0;0.0474508867973569;0.0;0
Это – чистая случайность.;1;0;0;0;0;0;0;0;0;0;0.02516592915692;0.0;0
Как написать лучшее в мире фэнтези.;1;0;0;0;0;0;0;0;0;0;0.1152905287598128;0.360740065574646;0
"Ваш герой провалился люк и выпал в мире эльфов-содомитов, латентных единорогов, пьяных гномов с аркебузами и очень разговорчивых злодеев, а в падении он:- выучился фехтовать;- обрёл бессмертие или, на худой конец, навык загружаться с момента последнего удачного сохранения в этой игре под названием ""новая жизнь, полная приключений"";- выучил язык страны/мира/королевства/деревни пребывания;- успел страстно вылюбить пару принцесс, которые изначально были надменны и презирали всё сущее (особенно - сущее в подъездах дворцов), но внезапно воспылали и прониклись к герою всем, чем можно; впрочем, чем нельзя - тоже воспылали и особенно - прониклись;- сказочно разбогател - например, открутив алмазный, гм, нос у статуи местного божества плодородия и мужественности, пока никто не видел.";1;0;0;0;0;0;0;1;1;1;0.2517727476343112;0.7257157564163208;0
После победы прав геев, должны также выдвинуться на нобелевскую премию мира и легализоваться права и других сексуальных меньшинств – чадосластцев, какасластцев, трупосластцев и овцесластцев например.;1;0;0;0;0;0;0;1;0;0;0.2334788139280627;0.5948532819747925;0
Мужчину поймали с помощью пограничной системы видеонаблюдения.;0;0;0;0;0;0;0;0;0;0;0.1044554897384593;0.6015233397483826;0
"Ответ: ""Нет.";0;0;0;0;0;0;0;0;0;0;0.0;0.0;0
Невероятно, каков подлец, а?;1;0;0;1;0;0;0;0;0;0;0.0;0.0;0
Ради меня.;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0
Оказалось, что я плохо знаю жизнь, потому что рисование мелом на асфальте - это действенный способ борьбы с терроризмом.;1;0;0;0;0;0;0;0;1;0;0.2352628282677341;0.6550321578979492;0
Репрессии КГБ обрушиваются на нашу жизнь.;1;0;0;0;0;0;0;0;1;0;0.1850671530568184;0.5317391157150269;0
Решили импортно заместить тепловизоры для великих наших, овеянных крымской захватной славой, вооруженных сил.;1;0;0;0;0;0;0;3;0;0;0.149344219566389;0.4683864712715149;0
Исторические НЕфакты показывают что вопреки Сталину немцев под Москвой остановила Икона!;1;0;1;0;0;0;0;1;0;0;0.132581912245172;0.57814621925354;0
Но самым важным я считаю введение квот в спорте, хватит разделять соревнования на мужские и женские, это верх сексизма, шовинизма и унижения, равные должны выступать на равных, достаточно ввести квоту на чемпионство и эта проблема будет решена.;1;0;0;0;0;0;0;0;1;0;0.1167777242967176;0.745251476764679;0
В отличие скажем от Европы, где прогрессивные депутаты ЕС уже высказали идеи о снижении возраста согласия.;1;0;0;0;0;0;0;0;1;0;0.2545957400584913;0.6281981468200684;0
Да уж, есть чему у нее поучиться.;1;0;0;0;0;0;0;0;0;0;0.0;0.0;0
Телефон доверия Греты Тунберг;0;0;0;0;0;0;0;0;0;0;0.0494737608818696;0.4109600782394409;0
Результат на лицо, Приключения анон-пая тому пример.;0;0;0;0;0;0;0;1;0;0;0.1145775898740604;0.5058078765869141;0
Расскажу о себе: я, Кшесинский Матильд.;0;0;0;0;0;0;0;1;0;0;0.0550898564995662;0.2583472728729248;0
Уверена я только в одном: Верочка так и будет сиять безмятежной улыбкой с голубой ленты фейсбука, мой недостижимый идеал и путеводная звезда в мире безумного материнства.;0;0;0;0;0;0;0;0;1;1;0.2132706593626557;0.6448500752449036;0
Ничего не предвещает беды...;1;0;0;0;0;0;0;0;0;0;0.0275921522741505;0.2720441222190857;0
Фитнесс вперед!;0;0;1;0;0;0;0;0;0;0;0.0;0.0;0
МЭР ГЕНИЧЕСКА ВСПОМНИЛ ЧТО НЕ ЗВОНИЛ В КРЕМЛЬ;0;0;0;0;0;0;0;0;0;0;0.2021539223861177;0.4795681834220886;0
Если по центру прибить за фаберже художника Петра Павленского, такая инсталляция выйдет - бармалеи ахнут!;1;0;1;0;0;0;0;0;1;0;0.1276701991988728;0.5623906850814819;0
Обычно разбиваю на разные дни, чтоб каждый товар доставляли по-отдельности как можно раньше, доставка у меня всё равно бесплатная.;0;0;0;0;0;0;0;1;1;0;0.0785596845845072;0.5897727012634277;0
Её изумление и сия прекрасная последовательность событий навсегда отпечатались в памяти.;0;0;0;0;0;0;0;0;0;0;0.1978222489074832;0.5476461052894592;0
Описывать всякие достопримечательности не буду, таких постов сотни. 1.;0;0;0;0;0;0;0;0;0;0;0.1427475195146047;0.5513309240341187;0
Вернёмся к кондитерской.;0;0;0;0;0;0;0;0;0;0;0.0224740477566479;5.960464477539065e-08;0
Угнетение!!!11!1;1;0;4;0;0;0;0;0;0;0;-2.220446049250313e-16;0.0;0
Ура!;1;0;1;0;0;0;0;0;0;0;0.0;0.0;0
Я ела день.;0;0;0;0;0;0;0;0;0;0;0.0279715888903496;0.2564217448234558;0
Победу единственного в истории удачного майдана рабов решили отметить торжествами, с размахом – тотальным опи*дюливанием мулатов и тотальным же уничтожением белого населения.;1;0;0;0;0;0;0;0;1;0;0.1386171172763278;0.6550313234329224;0
Сам он столяр.;0;0;0;0;0;0;0;0;0;0;0.0650536158172715;0.0;0
Ведь нельзя творить беспредел бесконечно.;0;0;0;0;0;0;0;0;1;1;0.0;1.1920928955078125e-07;0
Под Москвой в здании бывшей психушки открылась фемдача, где могут отдохнуть и восстановить свои силы радфемки, спецкорки, полиаморки, дизайнерки, фронтендерки, психологини, пилотки, психотерапевтки и редакторки, приложившие максимальные усилия в деле борьбы с мужским шовинизмом и спермобаками.;1;0;0;0;0;0;0;4;1;0;0.1710303367313554;0.659356951713562;0
Идут на урановые рудники для принудительной воскресной работы.;1;0;0;0;0;0;0;0;1;1;0.0928232208425314;0.4496155977249145;0
Почему мне не 16?;0;0;0;1;0;0;0;0;0;0;0.0;0.0;0
Но не в декабре, не в январе, не в феврале ни чего не получил...;0;0;0;0;0;0;0;0;0;0;0.0460451236419972;0.5380331873893738;0
Серый и унылый, провинциальный город Нижнекамск, Татарстан;0;0;0;0;0;0;0;0;0;0;0.094280259814747;1.1920928955078125e-07;0
Я Рада Ограда, художник, который учится быть аниматором, а это мой маленький короткометражный мультфильм на актуальную тему :3;0;0;0;0;0;0;0;0;0;0;0.1926997281475605;0.649768054485321;0
Иронично...;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0
Единственный отрадный момент для евродепутата, это когда в конце месяца приходит СМС-ка о зачислении зарплаты.;1;0;0;0;0;0;0;0;0;0;0.1355910115228663;0.5805926322937012;0
Перейдя дорогу, я пошёл слева от неё вдоль забора, состоящего из частокола, словна деревянная расчёска, но прутья только железные и высокие, метра два, а за ними парк, и беговая дорожка, по которой вечно носятся то студенты, то другие бездельники.;1;0;0;0;0;0;0;1;1;0;0.1828878616321363;0.6759315729141235;0
Они… как бы помягче выразиться… Они- интернационалисты, и все духовности с народностью, а особенно самодержавие весело вертели на толстом спинере.;1;0;0;0;0;1;1;0;0;0;0.0592592514440419;0.6687356233596802;0
Т.к. своим заразительным примером показала (референдум в Крыму), что можно слушать мнение людей на референдуме.;1;0;0;0;0;0;0;0;0;0;0.1961759760076129;0.6623598337173462;0
(Кстати, в той же Африке за черным «товаром» охотились отнюдь не нежные телом, но высокие духовным полетом европейские дворяне, доны и сеньоры.;1;1;0;0;0;0;0;0;1;0;0.1223730428602049;0.60748291015625;0
Когда Путин решит, что пора идти на мир с Киевом, он может организовать «обмен в стиле холодной войны».;0;0;0;0;0;0;0;0;1;0;0.181902017246447;0.5917524099349976;0
Обучиться профессии игрового аналитика реально всего за полтора года.;0;0;0;0;0;0;0;0;0;0;0.1216930342863615;0.4397779107093811;0
Именно здесь находится ОАО «Арзамасский завод коммунального машиностроения» - ведущее предприятие Евросоюза по производству и продаже техники для городского и коммунального хозяйства.;1;0;0;0;0;0;0;0;0;0;0.2872888775329871;0.7014074325561523;0
Карма или чародейство какое-то.;1;0;0;0;0;0;0;0;0;0;0.045506307074086;0.2219077348709106;0
Барон планировал после победы протестувальников подмять под себя местный блошиный рынок, чтобы торговать там конями, гаданиями на печеньках и биткойнами в медных монетах.;0;0;0;0;0;0;0;1;1;0;0.0929187187217563;0.6033083200454712;0
Радость простому человеку невозможна.;1;0;0;0;0;0;0;0;1;0;0.0379171405951419;0.3369728922843933;0
- Запах цитрусовых?;0;0;0;1;0;0;0;0;0;0;0.0459281713254512;5.960464477539065e-08;0
Но тренируясь на разных женщинах различных национальностей, ты обязательно переплюнешь своего мастера (нет, не переплюнешь);1;0;0;0;0;0;1;0;0;0;0.189163500801453;0.633078396320343;0
И уже на протяжении 35-ти лет.;0;0;0;0;0;0;0;0;0;0;0.053536358576064;0.1976539492607116;0
-Конечно плоская, просто учёные это скрывают.;0;0;0;0;0;0;0;0;1;0;0.0556769438789964;0.0;0
Потому что у нас статус еще и космической сверхдержавы!;1;0;1;0;0;0;0;0;0;0;0.0672847878271069;0.2246385812759399;0
И хотя адвокаты Савченко представили доказательства ее невиновности, они не исключают, что ее приговорят к 25 годам лишения свободы.;0;0;0;0;0;0;0;0;1;1;0.151949660598523;0.6392661929130554;0
Вот в чём вопрос.;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0
"Он сразу же пошел к Древнему Волшебнику и Мудрецу; удивительно, но это оказался один и тот же человек.";1;0;0;0;0;0;0;0;0;0;0.1243542330626535;0.534899115562439;0
Гиен не любят не только люди, но и другие животные.;0;0;0;0;0;0;0;1;1;0;0.0652251035528634;0.5141842365264893;0
Но, в конце концов, молодой организм воспрянул духом.;0;0;0;0;0;0;0;1;0;0;0.1675491247005487;0.4672069549560547;0
- Был уже.;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0
Повсюду были радостные лица: полиция помогала потерявшимся найти вход, а молодые люди, в свою очередь, одаривали полицейских улыбками и словами благодарности.	;1;0;0;0;0;0;0;0;1;1;0.1446494659210936;0.6497377753257751;0
как никогда...;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0
Сегодня мы побываем на ещё одном заброшенном российском заводе — 123-м Авиационном ремонтном заводе в городе Старая Русса;0;0;0;0;0;0;0;2;0;0;0.2159418185429498;0.5294864773750305;0
Современный урбанист – это рыцарь на электросамокате, бросающий вызов ужасно некомпетентным городским властям.;1;0;0;0;0;0;0;1;1;0;0.0815225138263801;0.5008690357208252;0
Пишите в комментариях, интересно узнать ваше мнение!;0;0;1;0;0;0;0;0;0;0;0.1226114222964848;0.335949957370758;0
Предложение невиданной щедрости;1;0;0;0;0;0;0;0;0;0;0.0282187997319325;0.2258133888244629;0
Великая Отечественная война кратко, до Победы;0;0;0;0;0;0;0;0;1;1;0.0598673566724572;0.1816964745521545;0
Самолет искали на радаре с собаками больше часа 5.;1;0;0;0;0;0;0;0;0;0;0.1279904264914151;0.4622017741203308;0
Мдя, нужна консультация специалиста - звоню жене:;0;0;0;0;0;0;0;1;0;0;0.0756094554280553;0.4862792491912842;0
В Вильнюсе собрались лучшие умы этого народа и они бескомпромиссно решали, что делать с РФ.;1;0;0;0;0;0;0;0;0;0;0.3250464878124929;0.5195844173431396;0
Модные кофейни на Новослободской и барбершопы на Маяковке превратились в центры интеллектуальной элиты этой страны.;1;0;0;0;0;0;0;1;0;0;0.1241818149729393;0.5150207281112671;0
Сцука, ну если вас эта баба напрягает, ну найдите себе другую!;0;0;1;0;0;0;0;1;0;0;0.2026293338866999;0.5547616481781006;0
Демонтируется МЦК и замораживается строительство новых станций метро – граждане массово пересели на велосипеды и самокаты, никто больше не хочет ехать как душнила.;1;0;0;0;0;0;0;2;0;0;0.1069565302678201;0.6530054807662964;0
Так и разбежались.;0;0;0;0;0;0;1;0;0;0;0.0;5.960464477539065e-08;0
В связи с этим,  всех кто ломанётся к нам рубить бабло, хочется предупредить: кандидатов отсеивать будем жестко.;1;0;0;0;0;0;0;2;0;0;0.0984050615736099;0.5740510821342468;0
Прям вижу цитату из обвинительного заключения...;1;0;0;0;0;0;0;0;1;0;0.0647012319412358;0.5450609922409058;0
"Китайские ""достижения"" инженерной мысли";1;1;0;0;0;0;0;0;0;0;0.0921916317901294;0.2721334099769592;0
Если раньше в моей голове жила целая библиотека, то сейчас там только «тили-бом, тили-бом, загорелся кошкин дом» и «я люблю свою лошадку, причешу ей шерстку гладко».;0;0;0;0;0;0;0;3;0;0;0.1943495281384918;0.6123626232147217;0
Это безумно нравилось привыкшим к вони жильцам, но у котов вызывало чувство некоторого дискомфорта.;1;0;0;0;0;0;0;1;1;0;0.1300107450797067;0.5367779731750488;0
Да, цена на его ели дороже в 5 раз, чем на обычную, но и доставлены они, извините, из Европы.;1;0;0;0;0;0;0;0;0;0;0.0937317169611339;0.5241537094116211;0
Нашел, наверное…;1;0;0;0;0;0;0;0;0;0;0.0;5.960464477539065e-08;0
всё в таких банерах, но этот не дал мне пройти мимо своей прямотой...;0;0;0;0;0;0;0;0;0;0;0.1361981983742646;0.487374484539032;0
Которая активно начала в интернетах бороться с мигрантофобией и исламофобией.;0;0;0;0;0;0;0;0;0;0;0.0709236999169751;0.4532034993171692;0
Спойлер: и я поступил плохо...;0;0;0;0;0;0;0;0;0;0;0.027675821146904;0.3273162245750427;0
Приятно было чувствовать себя причастным к этому празднику жизни.;1;0;0;0;0;0;0;0;0;0;0.0912023765656819;0.461902916431427;0
Уникальное и не имеющее аналогов устройство, продукт человеческого гения и многолетних трудов.;1;0;0;0;0;0;0;0;0;0;0.124399949977802;0.4862573742866516;0
Спасибо человек пиздёж!;1;0;1;0;0;0;0;1;0;0;0.0341173705934604;1.1920928955078125e-07;0
Голливуд грезил ПАН, выпуская блокбастеры про супергероев-SJW и защиту слезинки ребенка Джоном Рэмбо.;0;0;0;0;0;0;0;1;0;0;0.1109966094291335;0.7278410196304321;0
А вот сухое столовое вино, выпив которое понимаешь, что такое терпкость как она есть, и какой на вкус желудочный сок — можно.;1;0;0;0;0;0;0;2;0;0;0.2103587350314734;0.6907683610916138;0
Вот наглец.;1;0;0;0;0;0;0;0;0;0;0.0;0.0;0
Немного о поэзии и тентаклях.;0;0;0;0;0;0;0;0;0;0;0.0399633791882947;0.0;0
Мы за высокую культуру быта боремся: нужны крепкие спортивные парни с высшим образованием, с опытом работы в городской администрации на руководящих должностях.;1;0;0;0;0;0;0;0;0;0;0.1421445541318238;0.7099462151527405;0
Пришел.;0;0;0;0;0;0;0;0;0;0;0.0;5.960464477539065e-08;0
То, что европейские колонисты жили не по лжи, говорит хотя бы тот факт, что остров Манхэттен был куплен у индейцев за сотню отличных бус самого высокого европейского качества.;0;0;0;0;0;1;1;0;1;0;0.2018501301862317;0.5959110260009766;0
Ну уж нет!;0;0;1;0;0;0;1;0;0;0;0.0;0.0;0
навеяно пятничным визитом диетолога в наши пенаты.;0;0;0;0;0;0;0;1;0;0;0.1057786101911026;0.4149057269096374;0
То голова, то зуб, теперь почки, осталось только родить.;1;0;0;0;0;0;0;0;0;0;0.1842157414181425;0.5366408228874207;0
Абонент сей мне сказал, что пятница сегодня, время послеобеденное, и вообще он на срочном совещании, которое продлится до понедельника.;1;0;0;0;0;0;0;0;0;0;0.1424450042243421;0.5877816677093506;0
Маршрутки по кюветам Туда -сюда снуют.;0;0;0;0;0;0;0;1;0;0;0.0557872863467225;0.3625679612159729;0
Верочка — тоже кормящая мама, но ее пролактин ведет себя интеллигентно, а по идеально чистой кухне летают лишь ароматы свежей выпечки и любовные флюиды.;1;0;0;0;0;0;0;0;0;0;0.2163350907076996;0.699906587600708;0
Здесь содержаться в заключении тысячи несогласных с режимом россиян, днём и ночью голыми руками они пилят лес, для производства фанеры, которая идёт на создание агитационных плакатов Единой России в более чем 30 странах мира!;1;0;1;0;0;0;0;1;0;0;0.2342596408527463;0.7058536410331726;0
Вам никто не сказал об этом в школе, но мы можем свергать официальных ученых с пьедестала.;1;0;0;0;0;0;0;0;1;1;0.1349975591425097;0.4994071125984192;0
Прекрати тиранить людей!;1;0;1;0;0;0;0;0;0;0;0.0226605391097545;0.4530479907989502;0
Чтобы не за кампухтерами своими сидели, а пользу обществу приносили (описано выше).;1;0;0;0;0;0;0;0;0;0;0.1453813589759126;0.5209726691246033;0
5 - Черная роза.;0;0;0;0;0;0;0;0;0;0;0.0361349466215201;0.0;0
“Путин в страхе перед Серенко!».;1;0;1;0;0;0;0;0;0;0;0.054298818872432;0.3019765615463257;0
Бонусом идет противорадиационное действие у такой одежды.;0;0;0;0;0;0;0;0;0;0;0.0977899732155568;0.5061352252960205;0
Написавшим ночью скидка 99%;1;0;0;0;0;0;0;0;0;0;0.0;0.0;0
Немного иронично;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0
Стиралка хрюкала, тужилась, даже цитировала Ленина, но выполнять свои функции отказалась категорически.;1;0;0;0;0;0;0;1;0;0;0.1549855311786309;0.6315023899078369;0
Что ещё ты нам приготовил,;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0
Как можно не поддержать столь разумную и своевременную меру?;1;0;0;1;0;0;0;0;0;0;0.0679786538564867;5.960464477539065e-08;0
Фон - стандартный, там где дорога вправо от леса идёт.;0;0;0;0;0;0;0;0;0;0;0.1063022951782312;0.3681406378746032;0
Биржевый аналитик Степан Демура гарантирует быстрое обогащение на акциях индийского МММ.;1;0;0;0;0;0;0;1;0;0;0.4265192962005112;0.6550596952438354;0
Пусть выделяется приятным голубым цветом.;0;0;0;0;0;0;0;0;0;0;0.0802555962185463;0.219726026058197;0
и Через месяц нам объявили, что эксперимент провалился, оптимизация оказалась так себе затеей, и вообще, мир, дружба, жвачка, будем соединяться.;1;0;0;0;0;0;0;0;1;1;0.2113836381163344;0.6155976057052612;0
И все такие стыдливо одёргивая пиджаки ручной работы от Миланских кутюрье закивали, густо покраснели и прекратили.;1;0;0;0;0;0;0;1;0;0;0.0963097595655251;0.6379120349884033;0
А если не развод, то скажите, какие подводные камни могут быть, очень хочется Лексус себе, все говорят хорошая машина.;1;0;0;0;0;0;0;0;1;0;0.1584736726694773;0.5532673597335815;0
А чтобы не заскучать, заодно повторяю английский или болтаю скороговорки для развития речи.;1;0;0;0;0;0;0;0;1;0;0.0908711666694949;0.4831080436706543;0
Эта лодка позволяет постичь дзен.;0;0;0;0;0;0;0;0;0;0;0.0923409714472756;0.5222001075744629;0
Особенно, после выматывающих серпантинов на пути к восхитительной Абхазии.;0;0;0;0;0;0;0;0;1;0;0.0992977914214791;0.2688294053077698;0
Только что повеселила контекстная реклама.;0;0;0;0;0;0;0;1;0;0;0.04086602440796;0.2845656871795654;0
Прямо весь лбище вон у него в поту и жилы надулись!;1;0;1;0;0;0;0;3;0;0;0.0971943402793421;0.3656872510910034;0
Самоубийца-убийца;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0
Hapi buni;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0
Ввели такие стандарты уже в нескольких пассажирских депо», — подчеркнул Кравцов.;0;0;0;0;0;0;0;0;0;0;0.1065987656324538;0.4923484325408935;0
Недавно решил почитать отзывы  на сайте одного сетевого гиганта про любимую тушенку, так как в последнее время ее качество стало немного огорчать.;0;0;0;0;0;0;0;0;1;0;0.112710715081698;0.669298529624939;0
Беспорядки сопровождающиеся драками с полицией, погромами частной и муниципальной собственности, сожжением автомобилей и попытками строить баррикады продолжаются до сих пор.;0;0;0;0;0;0;0;0;1;0;0.1596713737484857;0.6709682941436768;0
Мало того что он даст комфортное освещение внутри шлема, но и не позволит увидеть выражение глаз и лица, создавая ощущение уюта и защищенности, что далеко не всегда возможно при ношении обычных солнцезащитных очков.;0;0;0;0;0;0;0;0;0;0;0.2095296159640703;0.6942185163497925;0
Мы просто фигеем с российского правительства, лезут куда-то в Сирию, на Донбасс.;0;0;0;0;0;0;0;1;0;0;0.1123802065419234;0.5091629028320312;0
Точно, дикие люди.;1;0;0;0;0;0;0;0;0;0;0.0575010808085112;1.1920928955078125e-07;0
- Ы?;0;0;0;1;0;0;0;0;0;0;0.0;0.0;0
Ведь жить надо не по лжи.;1;0;0;0;0;0;0;0;1;0;-2.220446049250313e-16;1.1920928955078125e-07;0
Да нет её уже в России добрые 15 лет, догнили последние уборочные машины, доставшиеся ещё от СССР, российские города просто тонут в грязи, вся мало-мальская работа выполняется дворниками вручную.;1;0;0;0;0;0;1;1;1;0;0.2781821579729019;0.643051266670227;0
Можно, но ты рискуешь жизнью с каждой новой чашкой кофе.;0;0;0;0;0;0;0;1;0;0;0.1076320937865954;0.5340688824653625;0
Достаточно иронично, как по мне);0;0;0;0;0;0;0;0;0;0;0.0;0.0;0
Сука, чуть не угробил, ещё и матерился своими пидорскими губищами, я видел.;0;0;0;0;0;0;0;1;1;0;0.1293713533957767;0.6218458414077759;0
Каждый третий борец за свободу успел за это короткое время стать дипломированным экспертом по химоружию.;1;0;0;0;0;0;0;0;0;0;0.0969929604968475;0.6101001501083374;0
С этими мыслями я вернулся в отделение, где подчеркнуто вежливый дворецкий из господ сверхсрочников уже зазывал «раненых» отужинать в ресторации: - Я б.. (дама, бесплатно осеняющая мужчин благодатью) уже за… (самозанятость в сексе в прошедшем времени) орать.;1;1;0;0;0;0;0;2;1;1;0.1593142700099171;0.6669937372207642;0
Благодаря этому летом от жары точно не умрешь, если зимой, конечно, не замерзнешь насмерть .;0;0;0;0;0;0;0;0;1;0;0.100046252435162;0.4193746447563171;0
Сидел, гад, в сладком оцепенении, вперевшись глазами в экран, и даже не повернул головы в мою сторону.;0;0;0;0;0;0;0;1;1;0;0.1976959694395179;0.602453351020813;0
Этот специалист автоматизирует сбор игровых метрик, систематизирует данные и придумывает, как повысить интерес к проекту, улучшая механику или экономику игры.;0;0;0;0;0;0;0;0;0;0;0.1186357986778969;0.598436713218689;0
Ночью слышен звук металла, откуда-то, из под чьей-то кровати.;0;0;0;0;0;0;0;0;0;0;0.1202986899180897;0.3941842913627624;0
Девушек, зарабатывавших в притоне, поместили в спецучреждение до прибытия родителей.;0;0;0;0;0;0;0;1;1;0;0.0649805878154685;0.5402482151985168;0
Естественно места чтобы присесть уйма.;0;0;0;0;0;0;0;1;0;0;0.0629519877192074;0.3214871287345886;0
Померил - положи обратно!;0;0;1;0;0;0;0;1;0;0;0.0108882661769533;0.3018422126770019;0
Хорошо быть мужиком.;0;0;0;0;0;0;0;0;0;0;0.0;1.1920928955078125e-07;0
Для сравнения, модернизированные атомные подлодки класса «Огайо» несут на борту 154 «Томагавка» (по понятной причине им ЗУРы нафиг не нужны), а стоимость их переоборудования примерно в четыре раза меньше, чем конечная цена «Зумвальта».;0;0;0;0;0;0;0;1;1;0;0.1428081223928227;0.7040524482727051;0
Бальтазар — немой укор для всей нашей семьи.;1;0;0;0;0;0;0;0;1;0;0.1256733021389908;0.470878541469574;0
А что, а вдруг?;0;0;0;1;0;0;0;0;0;0;0.0;0.0;0
