Post tag;Sentence;Ironic
Сарказм;Это очень некультурно.;0
Сарказм;В тегах указаны варианты, которые ни один здравомыслящий человек использовать не будет.;0
Сарказм;Только ментально неразвитый человек будет когда-либо использовать те коверкания, которые указаны в тегах данного поста.;0
Сарказм;Нормальные люди критикуют за действия, а не используют обзывалки.;0
Сарказм;;0
Сарказм;Оптимизировали - оптимизировали, да не выоптимизировали;1
Сарказм;Собственно хочу написать про пример оптимизации одного из Федеральных предприятий на собственном примере.;0
Сарказм;Есть в нашем городе одна интересная организация, зарплаты в которой были вполне неплохими не только для нашего города, но и для нашего региона.;0
Сарказм;Топтал я туда тропу долго, так как без конкретных рекомендаций туда трудоустроиться было очень и очень сложно, ну и лет через пять вытоптал, устроился хоть и не по прямому своему профилю, но очень рядом.;0
Сарказм;Отработав пару тройку лет в данной организации, попал я во времена смутные, зовущиеся переменами.;1
Сарказм;"Ну а точнее - не знаю кому пришло в голову такая бяка, но решили нашу организацию ""реорганизовать"" и ""оптимизировать"".";0
Сарказм;И посмотрев на западных коллег, как у них там всё гладко да красиво, решили по западным лекалам и пошить костюмчик.;0
Сарказм;И велел Бог делиться.;0
Сарказм;И вняли ему управители наши.;0
Сарказм;Но так как всевышний выразился туманно, а законом РФ это было не урегулировано, то стали они делить предприятие на кучу конторок, а не то, что высший разум подразумевал.;0
Сарказм;Таким образом появилось разродилось одно большое предприятие на несколько мелких, и оптимизация понеслась по ним как бульдозер Komatsu по мягкому грунту.;0
Сарказм;Для несведущих - бульдозер данной фирмы выглядит так;0
Сарказм;С помощью данного агрегата не то, чтобы землю копают.;0
Сарказм;Он с легкостью меняет ландшафты в краткие сроки и на больших территориях.;0
Сарказм;"Из созданных предприятий выделю тройку, которая участвует в качестве действующих лиц нашего примера ""Оптимизации"".";0
Сарказм;Были созданы: 1.;0
Сарказм;Предприятия основного производства - включающее в себя подразделения работающие на основном производственном оборудовании предприятия. 2.;0
Сарказм;Предприятия производственного ремонта - куда вывели весь персонал, отвечающих за ремонт и профилактическое обслуживание оборудования основного предприятия. 3.;0
Сарказм;Автотранспортное предприятие - предприятие, куда передали весть транспорт, спецтехнику, узкоспециализированные машины, и прочее, что имело колеса и помогало в полноценной работе основного производства.;0
Сарказм;Я, как технический специалист оказался в предприятии под номером 2.;0
Сарказм;Нам всем красиво рассказывали, как мы начнем красиво жить, что наши предприятия смогут брать сторонние подряды, а не только обслуживать имеющееся оборудование, и это обязательно положительно скажется на нашем доходе.;0
Сарказм;"Стоит отметить, что коллектив этих предприятий на девяносто с лишним процентов состоял из нормальных и грамотных людей, которые лившемуся в уши меду не то чтобы не поверили, но восприняли всю велеречивость с ухмылкой, мысленно поделили на восемь, и решили - ""подождем, посмотрим""";0
Сарказм;Как вы все наверное  догадались, здоровый скепсис оказался более верен в своих прогнозах, чем метеорологи и ВЦИОМ.;0
Сарказм;Упала наша зарплатушка вполовину.;0
Сарказм;Как и не было её родимой, большой, да хорошей.;0
Сарказм;Стали мы жить поживать, да добра не наживать.;0
Сарказм;Все конечно всё больше и больше были недовольны, при этом начали поглядывать в другие стороны света и организации.;0
Сарказм;"И вот тут опишу алгоритм взаимодействия в ""оптимизированной"" структуре: 0.";1
Сарказм;"Звонят мне, по привычке, и говорят - ""У нас, на дальнем кордоне, пулеметная турель сломалась, медведей не отпугивает.";0
Сарказм;Приезжай скорее, почини турельку, а то медведи не дают нам житья, да и выпуск продукции резко снижается.;0
Сарказм;Я указываю, что звонить надо не мне, а своему начальнику цеха, чтобы он слал депешу руководству, для заказа работ на предприятии-подрядчики (хорошо хоть не тендерами играли). 1.;0
Сарказм;Шлют работники челобитную начальнику цеха своего, дальнекордонного 2.;0
Сарказм;Начальник цеха шлет птаху почтовую боярину службы цеховой, где взывает явить им младшего колдуна, для отворота мишек косолапых, путем наладки турельки сторожевой 3.;0
Сарказм;Получив птаху-голубя боярин службы цеховой шлет весточку князю, что треба есть раскрыть казну, да оплатить князю соседнему гномов-технарей для процесса наладки. 4.;0
Сарказм;"Князю соседнему депеша прилетает, что ""дай нам гномиков своих, дабы процесс наладить нах производственный. 5.";0
Сарказм;Князь боярину указ дает, найти свободного гнома, да заказать ему колесницу быстроходную, так как пешком на кордон дальний неделя ходу, да пару сапог сношенных.;0
Сарказм;Неделя хода - то не страшно,, сапоги казенные топтать негоже. 6.;0
Сарказм;Боярин шлет депешу главному конюху Боярства колесного, заказывает колесницу для гнома-кудесника, дни-недели согласовывая. 7.;0
Сарказм;Конюх выделяет колесницу, для отвоза и привоза человека работного, гнома казенного. 8.;0
Сарказм;И поехали гномики на колесницу по долам да горам на кордон дальний. 9.;0
Сарказм;Приехав на кордон, да изыскав турельку непотребную, вытерли гномики-кудесники какаху птахи небесной с ока заговоренного, медведей примечающего, да молитву обратного вращения почитали бубня слова диковинные.;0
Сарказм;Управились кудесники со всей горой работы той минут за тридцать, с гаком маленьким. 10.;1
Сарказм;Пообедали гномики-кудесники чем послал бог и местная столовая, сели на колесницу и поехали в путь обратный.;0
Сарказм;Итак, описанный алгоритм взаимодействия разных предприятий и служб часто позволял приехать в удаленное подразделение от трех до пяти дней.;0
Сарказм;Реально было, что проблема появлялась в понедельник (ну или озвучивали её в понедельник) а решалась в пятницу.;0
Сарказм;Запомните эти сроки - ОТ ТРЕХ ДО ПЯТИ ДНЕЙ.;0
Сарказм;Получив очередную бумагу,  в которой расписано всё наше денежное довольствие, в простонародье именуемую расчетным листом, я пригорюнился, ибо сумма в ней была такая, что пойди я продавать технику с экранами, колонками и прочей электронной начинкой, я бы точно заработал больше, даже в январе.;0
Сарказм;Сев за свой рабочий компуктер, написал я прошение о предоставлении мне вольной, по желанию собственному.;0
Сарказм;С чем и пошел к начальнику своему.;0
Сарказм;Пришел я к кабинету начальника, поцеловал закрытую дверь, хорошо что не с разбега, и начал тыкать кнопки, взывая абоненту нужному.;0
Сарказм;Абонент сей мне сказал, что пятница сегодня, время послеобеденное, и вообще он на срочном совещании, которое продлится до понедельника.;1
Сарказм;Правда до какого понедельника не уточнил, но я понадеялся на ближайший.;0
Сарказм;Правда в процессе общения отпросился я на утро того понедельника, дабы нужда у меня была посетить представительство одной структуры, которую тоже всё оптимизируют, да не могут заоптимизировать вусмерть пока.;1
Сарказм;Даю подсказку - на эмблеме той структуры пресмыкающееся бухает что-то непонятное.;0
Сарказм;Не было бы счастья, да несчастье помогло.;0
Сарказм;Бахнуло в тот понедельник неслабо на предприятии смежной структуры.;0
Сарказм;Жизней кучу унесло то горе.;0
Сарказм;Но сказ не об этом.;0
Сарказм;Приехали куча дядьков в разных погонах, и начали под лупой рассматривать все зал.. ой, короче расследовать по полной, пока самих не начали расследовать.;0
Сарказм;"И возник у них вопрос логичный - ""А что это вы все такие разделенные?";0
Сарказм;А нафига это надо?;0
Сарказм;А зачем?;0
Сарказм;А почему?;0
Сарказм;"А не из за этого ли бахнуло?""";0
Сарказм;Короче взяли за жопу многих и немногих.;0
Сарказм;А так как у нас структура смежная, то начали косо поглядывать и в сторону наших предприятий.;0
Сарказм;"Почуяв пристальный взгляд со стороны, от которого первичные половые признаки меняют форму и объемы, руководство решило - ""Ну его на тот самый первичный половой признак!!!""";0
Сарказм;и Через месяц нам объявили, что эксперимент провалился, оптимизация оказалась так себе затеей, и вообще, мир, дружба, жвачка, будем соединяться.;1
Сарказм;И первого января нового года мы все вновь стали братья и сестры.;1
Сарказм;Гномики превратились снова в людей.;0
Сарказм;И очередные расчетные листки больше не вызывали столь печальных ухмылок и желания послать всё на указанный выше признак.;0
Сарказм;Из последствий осталась раздутая бухгалтерия, и прочие подразделения, которые есть в каждом предприятии, но в одном нафиг столько не надо бы было.;0
Сарказм;"И вот тут опишу алгоритм взаимодействия в ""не оптимизированной"" структуре: 1.";0
Сарказм;Раздается звонок с объекта, с сообщением о неполадке моего оборудования 2.;0
Сарказм;Я сам звоню диспетчеру АТЦ, узнавая есть ли попутка или где дежурка 3.;0
Сарказм;Еду на объект, где починяю то, что сломалось, или объясняю что пользователи сами себе злобные буратины.;0
Сарказм;Весь процесс занимал от одного до трех часов.;0
Сарказм;Я выше просил запомнить некоторые сроки.;0
Сарказм;Так вот теперь сравните.;0
Сарказм;Не оптимизированная структура - срок реагирования и устранения от одного до трех часов Оптимизированная структура - срок реагирования и устранения от трех до пяти дней.;0
Сарказм;Очень редко на следующий день.;0
Сарказм;Вопрос - Что именно оптимизировали???;1
Сарказм;А потом у нас началась еще одна оптимизация, но я её перехода в активную фазу я уже не дождался.... ;0
Сарказм;может потом и напишу;0
Сарказм;Баянометр ругался какими то симпатичными девушками, даже местами с титьками, но я так и не понял с чем он их сравнил, с трактором или с озадаченным мужиком.;0
Сарказм;;0
Сарказм;Моральной поддержки пост;0
Сарказм;Мой первый пост.;0
Сарказм;Друга уволили с работы, решил его поддержать, переросло в своеобразное соревнование в сарказме.;0
Сарказм;Друг мой, переписка моя.;0
Сарказм;;0
Сарказм;Какая-то страна, ближайшее будущее;0
Сарказм;-Алло, пожарные!;0
Сарказм;Скорее приезжайте, квартира горит!!!;0
Сарказм;-Скиньте нам Ваши налоговые декларации за последние 5 лет—;0
Сарказм;.....вы е@анулись?!;0
Сарказм;Это зачем ещё?!!!;0
Сарказм;-Мы перед выездом должны просчитать экономическую целесообразность спасения ваших жизней и имущества.;0
Сарказм;;0
Сарказм;Москва.;0
Сарказм;Бордюры.;0
Сарказм;Ура!;1
Сарказм;Наконец, на моей улице меняют бордюры!;1
Сарказм;Ведь страшно сказать, их не меняли целых 3 ГОДА!;1
Сарказм;А ещё вместо идеально ровного асфальта на дороге опять будет идеально ровный асфальт!;1
Сарказм;Огромное спасибо мэру Москвы С. С. Собянину за эффективное осваивание бюджета!;1
Сарказм;Я уверен, что новые бордюры раз в три года — это именно то, куда необходимо вкладывать деньги.;1
Сарказм;;0
Сарказм;Купил дневник;0
Сарказм;Как думаете, это рофл?);0
Сарказм;"Типа реально великих людей, или чисто поржать с этих ""великих"" училок?))";0
Сарказм;С этого года кста точно учится начну));0
Сарказм;;0
Сарказм;Приятного вечера...;0
Сарказм;Припёрло однажды моей бывшей супруге, часики наручные.;0
Сарказм;И не абы какие, а вот именно эти (фото выше), но они продавались только в одной сети, занимающейся именно часами.;0
Сарказм;Не помню уж название сети, но магазинов у них по Москве 4-5 где то было на тот момент, я как то в один заезжал, посмотрел, часы есть, но не того цвета и т.п.;0
Сарказм;А вот то что нужно было,имелось в Меге-Химки,туда то мы с женой и решили съездить,как будет время.;0
Сарказм;Работал я водителем на грузовичке,мотался по Москве,и как то раз вижу,есть варик сегодня пораньше закончить, звоню, говорю, подъезжай в Сходню ,я тебя там заберу ,съездим купим и домой, довольные и счастливые.;0
Сарказм;Вобщем встретились, приехали в Химки, пошли покупать.;0
Сарказм;Но фишка вот в чём была, жена то ехала из дома, соответственно вся причепуренная, накрашенная, вобщем-конфетка.;0
Сарказм;"А я, соответственно с работы, не переодеваясь, а т.к.гонял я на газельке на тот момент,одежда была ""не айс"",то поломка какая нибудь, то разгрузка, то колесо менять, вобщем-вид потрёпанный.";0
Сарказм;Подходим мы значит с ней за часикам (колоритная такая парочка-принцесса и нищий) ,выбрала она себе часики, померила, всё понравилось-берём.;0
Сарказм;Расплачиваюсь я, естественно (часы где то 7-8 тыров стоили).;0
Сарказм;Продавщица упаковала всё, протягивает, смотрит на жену, потом переводит взгляд на меня…;0
Сарказм;-Приятного вечера,Вам...;0
Сарказм;;0
Сарказм;Немного балканского музыкального сарказма;0
Сарказм;Думаю тексты не сложно нагуглить и перевести, а часть и так понятна.;0
Сарказм;;0
Сарказм;Редизайн логотипов известных компаний;0
Сарказм;Вдохновившись последним логотипом созданным в студии Лебедева, я решился выложить несколько своих работ в дизайн сообщество пикабу.;0
Сарказм;Всем спасибо за внимание!;0
Сарказм;;0
Сарказм;Перевод Гарфилда, 07 мая 2019г.;0
Сарказм;Стрип и его оригинал в Архиве русских переводов Гарфилда;0
Сарказм;;0
Сарказм;Пылкие умы или безопасность в школах);0
Сарказм;#comment_85527841;0
Сарказм;;0
Сарказм;Чадосластие и экоактивизм.;0
Сарказм;[щаранский];0
Сарказм;Тоталитарные режимы угнетают свободных людей.;1
Сарказм;Репрессии КГБ обрушиваются на нашу жизнь.;1
Сарказм;Московская Хельсинская Группа после смерти Людмилы Алексеевы лишена грантов террана Влада Путина, в результате чего ее правозащитники доедают последний хер без соли.;1
Сарказм;Арестован и допрошен в рамках дело о чадослатии молодой политик и либертарианец Михаил Светов.;0
Сарказм;Возбуждено дело о чадосластии в отношении совестливого Бориса Вишневского, демократа старой школы.;0
Сарказм;Возбуждено дело о чадосластии в отношении руководителя пермского отделения правозащитного фонда Мемориал.;0
Сарказм;Режим пытается вызвать стойкое ощущение у населения о том, что чадосластие дело постыдное.;1
Сарказм;В отличие скажем от Европы, где прогрессивные депутаты ЕС уже высказали идеи о снижении возраста согласия.;1
Сарказм;В Голландии чадосластцы даже получили легальную партию в парламенте.;0
Сарказм;Дикая и темная Россия же как обычно движется в варварство и средневековье.;1
Сарказм;Экоактивисты бьют тревогу.;0
Сарказм;Плачет в подушку девочка Грета.;0
Сарказм;Неполживые Евгения Чирикова, Артемий «Гондон» Троицкий и Лев Рубинштейн вышли на пикет.;1
Сарказм;Мордор вновь пытается угрожать энергетической безопасности Евросоюза и ускоренными темпами строит «Северный Поток-2».;0
Сарказм;Сдалась чекистскому Газпрому Дания, стоявшая последним препятствием на пути газовой Орды.;0
Сарказм;Отольются ей слезки жирафа Мариуса.;0
Сарказм;Негодуют все честные люди, геи, демократические журналисты и эмо-большевики.;1
Сарказм;Даже в советские времена трудно было представить, чтобы пришла кому-нибудь в голову такая идея – построить трубопровод к мировому капиталу и снабжать лакеев буржуазии ресурсами.;0
Сарказм;Стыдно, товарищи.;1
Сарказм;Совестливо и гадливо на душе.;1
Сарказм;Как из душа окатило.;1
Сарказм;Дотянулся проклятый Миллер.;1
Сарказм;Не забываем, что Северный поток-2 напрямую нарушают и права геев, которые сейчас заседают в Раде и правительстве Украины.;1
Сарказм;Что останется делать украинцам, если поток проклятого тоталитарного газа будет проходить мимо Незалежной?;1
Сарказм;Объявить участок трубопровода на территории Украины Музеем Голодомора?;0
Сарказм;Проклятый режим хочет вырвать из рта евроукров последний кусок хлеба.;1
Сарказм;За що скакали на Майдане?;0
Сарказм;Европа должна решить проблему Северного потока-2, в противном случае армия киборгов незаметно через трубу высадится подобно древним викингам на территории самой ЕС, чтобы разграбить Брюссель, Будапешт, Борисполь, Барселону и Бухарест.;1
Сарказм;Терять щеневмерлым уже будет нечего.;0
Сарказм;Стыдно торговать ресурсами.;1
Сарказм;Потому что еще Северный поток и Северный поток-2 полностью нарушают экологическую ситуацию в Северном и Балтийском морях.;0
Сарказм;Экологи Гринпис уже бьют тревогу об увеличении сердечно-сосудистых заболеваниях среди пингвинов.;1
Сарказм;Сократилось поголовье антилоп в прериях джунглей вследствие возросшей агрессии львов и носорогов, потрясенных агрессией бурятских танковых орд в Украине.;1
Сарказм;Нужно запретить человеконенавистную торговлю тоталитарным газом Мордору, который продлевает жизненный цикл проклятому режиму.;1
Сарказм;Именно поэтому правозащитники и экологи всех мастей призывают покупать газ только у оплота свободы или демократических сатрапий Персидского залива.;1
Сарказм;Ведь жить надо не по лжи.;1
Сарказм;За вашу и нашу свободу.;0
Сарказм;В небе Боннэр, на земле Шехтман, в воде Шестой флот.;0
Сарказм;В космосе Илон Макс, на Ютубе Юрий Дудь.;0
Сарказм;Мы здесь власть.;1
Сарказм;Так победим!;1
Сарказм;С уважением, Лев Щаранский.;0
Сарказм;______________________________________________________________https://vk.com/sharanism?w=wall-113801785_1721715https://lev-sharansky2.livejournal.com/426293.html;0
Сарказм;;0
Сарказм;Предложение невиданной щедрости;1
Сарказм;"Наверное все сейчас видят рекламу по ТВ, где Макдоналдс отмечает свое 30 летнее присутствие в России и в честь этой круглой даты у них есть ""предложение невиданной щедрости""....";1
Сарказм;В честь тридцатилетия Макдоналдс в России у нас для вас подарок, бургер Макфреш (барабанная дробь) снова в продаже!;0
Сарказм;Я полагаю такая корпорация могла и скидку дать и при определенном заказе добавить бесплатные позиции, позорище какое!;1
Сарказм;Всем приятного аппетита!;0
Сарказм;;0
Сарказм;Телефон доверия Греты Тунберг;0
Сарказм;Австралийский сатирик и его команда создали видео «Телефон доверия Греты Тунберг.;0
Сарказм;Для взрослых, которые злятся на ребёнка».;0
Сарказм;https://mobile.twitter.com/markhumphries/status/117717866640...;0
Сарказм;Чьи русские субтитры неизвестно, ролик распространяется в соцсетях.;0
Сарказм;;0
Сарказм;Урбания.;0
Сарказм;[ Щаранский ];0
Сарказм;Свобода лучше несвободы наличием свободы.;0
Сарказм;Илон Маск запустил еще 60 спутников для бесплатного интернета, в России прошли учения по отключению интернета.;0
Сарказм;В Сан-Франциско запускают новую трамвайную линию, в Москве демонтируют троллейбус.;0
Сарказм;Креативный класс в коворкингах придумывает новые ИТ-стартапы, пока совковые НИИ задыхаются от безыдейности и бесталанности.;0
Сарказм;Майнинг биткойна дает больше прибыли, чем продажа по дешевке нефтепродуктов китайцам через трубопровод «Сила Сибири».;0
Сарказм;Криптоинвесторы на биржах Уолл-стрита дают повышенную моржу согласно прогнозам биржевых аналитиков.;0
Сарказм;Вложения в частные сектора экономики позволяют успешно играть с курсом валют на Форексе.;0
Сарказм;Учение Адама Смита находит все больший отклик в рядах либертарианцев, число которых множится с каждой поездкой Михаила Светова по регионам.;0
Сарказм;Атлант расправил плечи благодаря невидимой руке рынка.;0
Сарказм;Москва задыхается.;0
Сарказм;Задыхается от смрада, смога, дыма и парниковых газов.;0
Сарказм;Автомобили, автобусы, электробусы вытесняют рядовых пешеходов на обочину жизни.;0
Сарказм;Закрываются линии трамваев и троллейбусов.;0
Сарказм;Вдобавок открыли МЦД, коптящее небо усиленными темпами.;1
Сарказм;Кик тик?;0
Сарказм;Что происходит?;0
Сарказм;А причина на поверхности.;0
Сарказм;Когда градостроительной и городской повседневной деятельностью занимаются не хорошо обученные на курсах Городских проектов Каца-Варламова урбанисты, а разнузданные жулики и воры из партии власти, цель которых лишь попилить бюджет себе ради яхт и дач в Ницце.;1
Сарказм;Даша «Самокат» Беседина, депутатесса Мосгордумы посылает проклятия режиму и требует запустит скоростной троллейбус в Коптево.;0
Сарказм;Глас вопиющего в пустыне.;0
Сарказм;Стало вдруг совестливо и гадливо на душе.;1
Сарказм;Как из душа окатило.;1
Сарказм;Дотянулся проклятый Собянин.;1
Сарказм;Как нам обустроить Москву?;0
Сарказм;Представим на минуточку, что московский Дептранс разогнан, городским благоустройством теперь занимается урбанистская комиссия Городских Проектов из Ильи Варламова, Макса Каца, Даши Бесединой и Марка Баровского.;0
Сарказм;Первым делом прекращается финансирование никому не нужны городских развязок и хорд, которые лишь портят исторический облик столицы.;1
Сарказм;Для уменьшения пробок основные магистрали сужаются и устанавливается большое количество светофоров – подземные переходы лишь повышают автопроисшествия, потому что провоцируют людей перебегать дорогу, чем спускаться вниз.;0
Сарказм;Стремительным домкратом идет строительство велодорожек по всей Москве – люди предпочтут добираться до работы на велосипедах и электросамокатах вместо душного метро.;1
Сарказм;Происходит деактивация собянинского электробуса – экологичность электробусов, произведенных в этой стране, весьма сомнительна.;1
Сарказм;Вместо них нужно по транспорертным процедурам закупить троллейбусы в Чехии и ударными темпами монтировать новые линии.;0
Сарказм;Горожанам приятнее будет ездить в экологически чистом троллейбусе, произведенном в демократической европейской стране, чем облучаться неизвестной радиацией от батарей электробусов, на коленке сделанных в Большом Кукуеве.;1
Сарказм;По совету Даши Бесединой все мусоровозы также переводятся на троллейбусную тягу – вывоз мусора с районов превратится в экологичное и увлекательное предприятие.;1
Сарказм;Повсюду устанавливаются электрозаправки для электросамокатов и гироскутеров.;0
Сарказм;Как и во всех приличных странах, повышается ключевая роль велосипедного транспорта.;0
Сарказм;Депутаты Мосгордумы, теперь состоящие исключительно из урбанистов, получают специальные велосипеды и электросамокаты с мигалками.;1
Сарказм;Демонтируется МЦК и замораживается строительство новых станций метро – граждане массово пересели на велосипеды и самокаты, никто больше не хочет ехать как душнила.;1
Сарказм;Демонтируется и МЦД – город и так перенаселен, зачем провоцировать дополнительный приток населения из пригородов?;0
Сарказм;В конце концов желающие всегда смогут добраться на электросамокате или скоростном трамвае.;0
Сарказм;По предложению Ильи Варламова в пределах Третьего транспортного кольца запрещается строительство многоэтажек.;0
Сарказм;Старые высотки сносятся по программе урбанистической реновации.;0
Сарказм;Касательно празднования Нового Года.;0
Сарказм;Что мы сейчас наблюдаем?;0
Сарказм;Абы как нелепо расставленные елки, большой количество гирлянд и лампочек, которые жрут энергию в диких количествах (которая могла бы перенаправлена на питание трамвая).;1
Сарказм;Для украшения столицы елками вырубаются безжалостно окружающие подмосковные леса, по темным схема пилятся бюджеты и откаты, создавая коррупцию.;0
Сарказм;В прекрасной урбанистской Москве будущего елки в массовом порядке могли бы закупаться у Варламова как эксклюзивного поставщика.;1
Сарказм;Да, цена на его ели дороже в 5 раз, чем на обычную, но и доставлены они, извините, из Европы.;1
Сарказм;Кроме того, у каждой елки присутствует экологически сертификат качества, это вам не радиоактивные ели из Химкинского леса.;1
Сарказм;Доставку цветов для украшения столицы может осуществлять по своим каналам Макс Кац, что полностью исключает серые схемы и тайный распил бюджета.;0
Сарказм;Вывод один – хотите как в Париже или Амстердаме?;0
Сарказм;Дайте власть урбанистам.;0
Сарказм;Современный урбанист – это рыцарь на электросамокате, бросающий вызов ужасно некомпетентным городским властям.;1
Сарказм;Особенно это стало заметно после замены Лужкова на верного путинского сатрапа Максима Собянина.;0
Сарказм;Ушел в прошлое Черкизон, где горожане могли по низким ценам приобрести качественные товары народного потребления, снесены ларьки с самой вкусной шаурмой в мире.;1
Сарказм;В один день бульдозерами был снесен самострой, вызвав гнев и страдания московского креативного класса.;0
Сарказм;Массовое строительство станций метро понизило статусность обитателей Патриарших прудов, таких как Божена Рынска, Сергей Пархоменко и Дмитрий Быков.;0
Сарказм;Ведь теперь всякая перхоть может спокойно добраться до центра города из своих вечно вонючих Бирюлево или Раменок.;0
Сарказм;И портить своим внешним видом и бескультурьем коренную московскую интеллигенцию, вышедшую на променад на Чистые пруды.;1
Сарказм;Доколе?;0
Сарказм;Хватит это терпеть.;1
Сарказм;Да придут урбанисты.. ;0
Сарказм;С уважением, Лев Щаранский.;0
Сарказм;;0
Сарказм;Нобелевская премия;0
Сарказм;Именно её, я считаю, заслуживает человек, который для борьбы с клубничным бунтом придумал заменить аутентичную пикабушную клубничку на тег NSFW.;1
Сарказм;Ведь это, по сути, гениально.;1
Сарказм;Нет клубнички - нет бунтов.;1
Сарказм;Правда?;1
Сарказм;;0
Сарказм;Великая Китайская Отопительная Стена;0
Сарказм;Китай вообще огромная страна, протянувшаяся с севера на юг на 5500 километров (для сравнения - на 1000 км длиннее, чем Россия).;0
Сарказм;И логично, что на тропическом Хайнане, где температура зимой не падает ниже +20 отопление нафиг не нужно.;0
Сарказм;И с другой стороны очевидно, что в приграничном Хэйхе, где морозы -30 зимой - обычное дело, отопление необходимо.;0
